UniqueID,Probability1
11862,0.544255762
11863,0.288338564
11864,0.492113532
11865,0.020423387
11866,0.292345316
11867,0.512739304
11868,0.168602348
11869,0.244010841
11870,0.108604393
11871,0.199906568
11872,0.284819236
11873,0.508779848
11874,0.685007622
11875,0.387279678
11876,0.912433239
11877,0.471592892
11878,0.536815762
11879,0.467309817
11880,0.82970339
11881,0.839202501
11882,0.121305553
11883,0.468530421
11884,0.554702332
11885,0.383239571
11886,0.616784955
11887,0.587713234
11888,0.437064759
11889,0.378736793
11890,0.750313967
11891,0.055840784
11892,0.041620456
11893,0.923946389
11894,0.189098965
11895,0.87275492
11896,0.190338724
11897,0.537320056
11898,0.824788305
11899,0.057943582
11900,0.921430835
11901,0.12915638
11902,0.384631464
11903,0.799008359
11904,0.651200432
11905,0.040296723
11906,0.450581725
11907,0.709707506
11908,0.341205224
11909,0.447021391
11910,0.471802547
11911,0.326432283
11912,0.776576191
11913,0.389880116
11914,0.085810713
11915,0.432590906
11916,0.08706063
11917,0.684366409
11918,0.67358748
11919,0.937913297
11920,0.549132221
11921,0.720653712
11922,0.898500497
11923,0.776476558
11924,0.516475647
11925,0.846984829
11926,0.663706993
11927,0.817946761
11928,0.055941846
11929,0.128906111
11930,0.810025553
11931,0.1703944
11932,0.96403973
11933,0.024001779
11934,0.116521694
11935,0.931207135
11936,0.671784727
11937,0.9942292
11938,0.874232325
11939,0.606691927
11940,0.16759467
11941,0.924430029
11942,0.211105874
11943,0.163468805
11944,0.164614899
11945,0.333558082
11946,0.65968812
11947,0.246945875
11948,0.644142331
11949,0.262138368
11950,0.61877425
11951,0.690506601
11952,0.71472914
11953,0.507727332
11954,0.099273339
11955,0.351119605
11956,0.724598683
11957,0.095016314
11958,0.665481133
11959,0.733109953
11960,0.062015998
11961,0.915411373
11962,0.23650679
11963,0.640985218
11964,0.283323638
11965,0.306101087
11966,0.311477629
11967,0.587904548
11968,0.685186701
11969,0.449901855
11970,0.678316495
11971,0.785387683
11972,0.216541555
11973,0.323819303
11974,0.270788138
11975,0.416699264
11976,0.292108543
11977,0.742535789
11978,0.825370044
11979,0.86218868
11980,0.39239747
11981,0.080647729
11982,0.833540038
11983,0.369758192
11984,0.621131127
11985,0.403286485
11986,0.049214484
11987,0.712265741
11988,0.634902322
11989,0.930605723
11990,0.398898539
11991,0.35312695
11992,0.043253164
11993,0.189224799
11994,0.615204464
11995,0.245509802
11996,0.215895386
11997,0.084935262
11998,0.064061387
11999,0.13988062
12000,0.25800147
12001,0.289661575
12002,0.746324345
12003,0.436743341
12004,0.683202837
12005,0.816773876
12006,0.25770464
12007,0.435453344
12008,0.873739858
12009,0.534795589
12010,0.402605282
12011,0.306706932
12012,0.772457215
12013,0.196277019
12014,0.937422432
12015,0.401877083
12016,0.139857547
12017,0.383429327
12018,0.949612621
12019,0.898392985
12020,0.457302971
12021,0.011579279
12022,0.61200018
12023,0.030849705
12024,0.111624778
12025,0.595469371
12026,0.767847209
12027,0.321241926
12028,0.772821567
12029,0.310912956
12030,0.088930324
12031,0.889149811
12032,0.326300665
12033,0.171292026
12034,0.081020101
12035,0.586671858
12036,0.22230851
12037,0.764688086
12038,0.875155451
12039,0.532107929
12040,0.847855865
12041,0.72954466
12042,0.871964765
12043,0.708802345
12044,0.017048835
12045,0.291072573
12046,0.116909019
12047,0.035933077
12048,0.374777249
12049,0.773447889
12050,0.046512611
12051,0.893327634
12052,0.005095498
12053,0.609649222
12054,0.37418193
12055,0.175087574
12056,0.280236287
12057,0.492320361
12058,0.186863282
12059,0.372930043
12060,0.157683016
12061,0.569128525
12062,0.174823054
12063,0.183073599
12064,0.038124704
12065,0.3402222
12066,0.034220451
12067,0.690106162
12068,0.346203286
12069,0.014409325
12070,0.404332085
12071,0.718203851
12072,0.735768418
12073,0.851274415
12074,0.550975474
12075,0.608716744
12076,0.326575075
12077,0.298409778
12078,0.048960022
12079,0.315717214
12080,0.65421961
12081,0.648809529
12082,0.985695307
12083,0.480544538
12084,0.309381061
12085,0.938393249
12086,0.323435433
12087,0.438365149
12088,0.231765338
12089,0.975357929
12090,0.632890941
12091,0.203058453
12092,0.687165416
12093,0.341141336
12094,0.008439065
12095,0.632266969
12096,0.646753053
12097,0.7111502
12098,0.100658949
12099,0.451941194
12100,0.22067702
12101,0.96004378
12102,0.703416458
12103,0.78244219
12104,0.677236252
12105,0.684791574
12106,0.529729652
12107,0.37326791
12108,0.144543755
12109,0.944925473
12110,0.051658895
12111,0.215286621
12112,0.812178173
12113,0.823105599
12114,0.035761671
12115,0.06943389
12116,0.471442655
12117,0.701254394
12118,0.292765512
12119,0.306797567
12120,0.057921475
12121,0.436621493
12122,0.247404961
12123,0.387989828
12124,0.948368589
12125,0.113940686
12126,0.845650693
12127,0.50574195
12128,0.02941334
12129,0.223434012
12130,0.369961145
12131,0.064384614
12132,0.547389551
12133,0.977296565
12134,0.640467087
12135,0.313998804
12136,0.359439855
12137,0.274885092
12138,0.322457598
12139,0.960674917
12140,0.106591585
12141,0.937188361
12142,0.650617123
12143,0.903121474
12144,0.630428591
12145,0.656254103
12146,0.374619007
12147,0.160776294
12148,0.611033003
12149,0.850785494
12150,0.863275625
12151,0.565324466
12152,0.824966219
12153,0.887359109
12154,0.23561076
12155,0.244519163
12156,0.999536745
12157,0.021006484
12158,0.484784411
12159,0.968590509
12160,0.176925728
12161,0.655189741
12162,0.052141404
12163,0.313094971
12164,0.367202647
12165,0.51190481
12166,0.667565893
12167,0.544725637
12168,0.164519031
12169,0.471137788
12170,0.994035027
12171,0.219175943
12172,0.332392233
12173,0.740286614
12174,0.95570996
12175,0.996761005
12176,0.589438083
12177,0.161640759
12178,0.238995059
12179,0.04781505
12180,0.376282179
12181,0.479475092
12182,0.396212012
12183,0.921562459
12184,0.083431863
12185,0.082067254
12186,0.371909275
12187,0.33920939
12188,0.461509864
12189,0.397961869
12190,0.825137297
12191,0.738466527
12192,0.67410711
12193,0.113059142
12194,0.753820542
12195,0.849089212
12196,0.345204324
12197,0.69917776
12198,0.891807377
12199,0.782484497
12200,0.543324695
12201,0.794848666
12202,0.230815653
12203,0.116154056
12204,0.101751127
12205,0.435450659
12206,0.938638082
12207,0.778504006
12208,0.879959807
12209,0.009475461
12210,0.477444879
12211,0.430843401
12212,0.365681313
12213,0.11528023
12214,0.172351806
12215,0.859380504
12216,0.506432195
12217,0.229926215
12218,0.106076426
12219,0.788962923
12220,0.469743311
12221,0.056558897
12222,0.015721294
12223,0.73179294
12224,0.260127682
12225,0.941097329
12226,0.385441785
12227,0.706610445
12228,0.059962809
12229,0.619497999
12230,0.278659924
12231,0.256311975
12232,0.429287115
12233,0.517417052
12234,0.535601862
12235,0.937454014
12236,0.892091629
12237,0.063710994
12238,0.071964772
12239,0.27648381
12240,0.763688496
12241,0.111057201
12242,0.81698347
12243,0.698793445
12244,0.564692345
12245,0.351360375
12246,0.921908255
12247,0.319382916
12248,0.898279734
12249,0.291233377
12250,0.612418049
12251,0.628825841
12252,0.271617992
12253,0.963387979
12254,0.10100414
12255,0.850162374
12256,0.359446283
12257,0.564892685
12258,0.275238418
12259,0.780720964
12260,0.970126349
12261,0.013941268
12262,0.76941499
12263,0.908916239
12264,0.850020038
12265,0.383738407
12266,0.241739568
12267,0.324843412
12268,0.010360463
12269,0.136511293
12270,0.083065994
12271,0.743801889
12272,0.472067503
12273,0.374706596
12274,0.5656889
12275,0.332689923
12276,0.443516394
12277,0.432506852
12278,0.435572823
12279,0.066367819
12280,0.448011678
12281,0.419873513
12282,0.070125657
12283,0.530036139
12284,0.847539594
12285,0.2706
12286,0.046230633
12287,0.870001696
12288,0.025856085
12289,0.946974158
12290,0.545825173
12291,0.46054584
12292,0.615350145
12293,0.44496407
12294,0.504908946
12295,0.667631862
12296,0.341730056
12297,0.996591852
12298,0.833166442
12299,0.768059813
12300,0.745498847
12301,0.525061691
12302,0.350836641
12303,0.265512723
12304,0.464017169
12305,0.410085302
12306,0.409384344
12307,0.117988599
12308,0.972190886
12309,0.964760754
12310,0.742298987
12311,0.06549899
12312,0.11980843
12313,0.615935923
12314,0.012449759
12315,0.996973843
12316,0.526586271
12317,0.433993677
12318,0.717705077
12319,0.277257636
12320,0.115692358
12321,0.886134728
12322,0.188280031
12323,0.866850984
12324,0.229794789
12325,0.654106732
12326,0.881994832
12327,0.533431703
12328,0.594223269
12329,0.201508209
12330,0.66774484
12331,0.081741092
12332,0.169873371
12333,0.461108792
12334,0.762373821
12335,0.09126423
12336,0.829683123
12337,0.252989064
12338,0.562847024
12339,0.096718695
12340,0.572876397
12341,0.119967715
12342,0.265560173
12343,0.763346082
12344,0.855451203
12345,0.238422838
12346,0.150038085
12347,0.845332201
12348,0.64821493
12349,0.496008574
12350,0.670616954
12351,0.17496899
12352,0.513980588
12353,0.384940882
12354,0.669510336
12355,0.435151423
12356,0.870388347
12357,0.328163499
12358,0.796820699
12359,0.196067449
12360,0.199361189
12361,0.690848446
12362,0.758089086
12363,0.979822614
12364,0.663870453
12365,0.783751602
12366,0.551181138
12367,0.183594028
12368,0.805307595
12369,0.665757889
12370,0.985663889
12371,0.429004119
12372,0.778505152
12373,0.568977966
12374,0.590462784
12375,0.707861129
12376,0.855290155
12377,0.738299493
12378,0.430289821
12379,0.087726268
12380,0.700737285
12381,0.276741085
12382,0.172710634
12383,0.4303746
12384,0.509807919
12385,0.337503732
12386,0.281045264
12387,0.387327977
12388,0.517996743
12389,0.115922204
12390,0.671452223
