"UniqueID","Probability1"
11862,0.311684002361288
11863,0.410936173586104
11864,0.33112603243444
11865,0.78018491091789
11866,0.320957202136081
11867,0.151989639419263
11868,0.265927669656098
11869,0.183768115407823
11870,0.422056281935806
11871,0.730198213211841
11872,0.277888589726957
11873,0.293810221766825
11874,0.195254537473142
11875,0.865574607130976
11876,0.293161074994584
11877,0.861201192420035
11878,0.692113489686878
11879,0.314584403353595
11880,0.262830565992277
11881,0.796288012821183
11882,0.101854059113895
11883,0.172596813290471
11884,0.182759639520135
11885,0.392037797489843
11886,0.155075006836622
11887,0.300262129231722
11888,0.211823829496636
11889,0.0872473189786069
11890,0.195987176458985
11891,0.946240322275147
11892,0.281468824370038
11893,0.734922897049026
11894,0.362045068108317
11895,0.0979587679843981
11896,0.116365453639661
11897,0.283166984462602
11898,0.248140738599093
11899,0.477848671783202
11900,0.161889279550721
11901,0.634818379681162
11902,0.978666616319711
11903,0.0570744235797923
11904,0.385349870749786
11905,0.214161502567147
11906,0.830734608366201
11907,0.242987686540506
11908,0.171807155392903
11909,0.00160625199307928
11910,0.341011862280407
11911,0.15787340475831
11912,0.140716581304049
11913,0.798289326503603
11914,0.661731175622158
11915,0.298308076747914
11916,0.132561767128679
11917,0.158364424970017
11918,0.78018491091789
11919,0.327988005224828
11920,0.246104759908954
11921,0.15894434577556
11922,0.831211292365546
11923,0.981955421252763
11924,0.426121308364282
11925,0.97447662437047
11926,0.253912037603049
11927,0.805422653573009
11928,0.57549666298793
11929,0.268270464943952
11930,0.902013758891556
11931,0.267713048369481
11932,0.192464383213394
11933,0.772493489148977
11934,0.207926109992898
11935,0.175594877996609
11936,0.241708058809021
11937,0.807471353657797
11938,0.827351053246513
11939,0.131344790674747
11940,0.673192258183781
11941,0.503233782660774
11942,0.925961773240588
11943,0.16111537442696
11944,0.78966486840585
11945,0.902013758891556
11946,0.780204416624778
11947,0.947228470444522
11948,0.10165795826823
11949,0.830574480090552
11950,0.731715478417758
11951,0.184187088286359
11952,0.273445020303986
11953,0.983973454866186
11954,0.326416384051274
11955,0.781845800521036
11956,0.902013758891556
11957,0.644240453952865
11958,0.152212475667472
11959,0.845687480978957
11960,0.719763674550117
11961,0.741054817318153
11962,0.228384924600056
11963,0.197538181643406
11964,0.343171849179662
11965,0.184187088286359
11966,0.76971866306839
11967,0.738386155048433
11968,0.825453794759236
11969,0.804181081737342
11970,0.749067313481943
11971,0.735995586851245
11972,0.759776219605008
11973,0.855623550922186
11974,0.995699419237593
11975,0.800132815874547
11976,0.648532142276201
11977,0.759173380511686
11978,0.563316029654529
11979,0.882622516286462
11980,0.832561426832902
11981,0.830924204551649
11982,0.842911872056855
11983,0.907014498259576
11984,0.971006662025546
11985,0.902013758891556
11986,0.292008288823868
11987,0.828597962304327
11988,0.130566566965562
11989,0.932837296289149
11990,0.861506382659152
11991,0.811558244657683
11992,0.746313760238276
11993,0.984316015278199
11994,0.298978271683627
11995,0.701718113046648
11996,0.759604985788271
11997,0.525837213613463
11998,0.348886209141156
11999,0.395981469464315
12000,0.738386155048433
12001,0.835233841555273
12002,0.931520527383994
12003,0.916284506195209
12004,0.840553698180915
12005,0.951392343418112
12006,0.864652729371814
12007,0.778801848134254
12008,0.262342605298366
12009,0.843292557615752
12010,0.939326771024611
12011,0.927343571641735
12012,0.365010320120645
12013,0.251287565734676
12014,0.298739339169025
12015,0.835233841555273
12016,0.427173561368318
12017,0.882622516286462
12018,0.862644743838399
12019,0.846388888927181
12020,0.769622137046562
12021,0.830411894540001
12022,0.792107891872243
12023,0.768215026574164
12024,0.262025353141186
12025,0.861833705606755
12026,0.954628284419283
12027,0.932706377998893
12028,0.290212570786766
12029,0.825773729685364
12030,0.879860698950164
12031,0.98143562964495
12032,0.667387023694127
12033,0.72770956268175
12034,0.688542248985764
12035,0.1150360558757
12036,0.236177516527212
12037,0.508779638376185
12038,0.261782065340693
12039,0.817180187436992
12040,0.194464669040124
12041,0.712946967996445
12042,0.546407361605718
12043,0.144151576115842
12044,0.784820269189476
12045,0.711023466603176
12046,0.657021890034492
12047,0.191569005851513
12048,0.748644453958529
12049,0.901613705060181
12050,0.299883839284243
12051,0.793042158802548
12052,0.206417244215544
12053,0.67568094269127
12054,0.327988005224828
12055,0.999999525789831
12056,0.965496452587703
12057,0.199250947934575
12058,0.703973747609785
12059,0.692487970406997
12060,0.315120961815695
12061,0.85948120919767
12062,0.922536462120578
12063,0.673437526426764
12064,0.904541115716526
12065,0.727582090515991
12066,0.705915385953338
12067,0.872245114275375
12068,0.849850409975797
12069,0.0166686616898187
12070,0.129336482199352
12071,0.312481724178876
12072,0.749088692426744
12073,0.699778105918434
12074,0.516725501722652
12075,0.480971986772937
12076,0.911261842167764
12077,0.25297271160635
12078,0.201558801408909
12079,0.899574666983911
12080,0.754211242610234
12081,0.799855739842452
12082,0.784306413128746
12083,0.858334686921792
12084,0.897973014051576
12085,0.215357331854978
12086,0.312481724178876
12087,0.973070863868165
12088,0.153739355097826
12089,0.778029452204002
12090,0.94573437566038
12091,0.920629340556552
12092,0.546031007362405
12093,0.667751908660777
12094,0.839004379671519
12095,0.207494941909474
12096,0.973106508792929
12097,0.955949775754405
12098,0.302978034259353
12099,0.452686671440492
12100,0.258485804982286
12101,0.201558801408909
12102,0.993439026367789
12103,0.0635493150478266
12104,0.13153293175063
12105,0.938478308338975
12106,0.245993932919045
12107,0.977165387346832
12108,0.385511711740416
12109,0.399682889762542
12110,0.150930804929692
12111,0.84398206049127
12112,0.620168859239077
12113,0.85998115027587
12114,0.822251736419782
12115,0.489552585480693
12116,0.738408126208065
12117,0.475768093426615
12118,0.862212688780677
12119,0.234018738954083
12120,0.189851940358485
12121,0.816835382334483
12122,0.660410843129724
12123,0.913734857700926
12124,0.921917160447258
12125,0.921376872352694
12126,0.940967064876391
12127,0.867223105405266
12128,0.167991021853885
12129,0.930011188402543
12130,0.862410146142126
12131,0.166345179197686
12132,0.681908526831905
12133,0.279031239598942
12134,0.929891017528729
12135,0.129599128688111
12136,0.755885768180874
12137,0.378085053377033
12138,0.641672294438486
12139,0.97433664572197
12140,0.70551599850455
12141,0.58184144558066
12142,0.225962148788531
12143,0.186237861954968
12144,0.100554445035229
